1376341	3-(3,4-METHYLENEDIOXYPHENYL)-2-METHYLPROPANAL	SU	MTHSPL	opana	5
8886	3-(5H-dibenzo[a,d]cyclohepten-5-yl)-N-methyl-1-propanamine	SY	DRUGBANK	opana	5
165363	3-Allylfentanyl	IN	DRUGBANK	fentanyl	8
42955	3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt	SY	DRUGBANK	opana	5
4166	3-ethoxymorphine	SY	DRUGBANK	morphine	8
1866721	3-Methyl-thiofentanyl	SY	DRUGBANK	fentanyl	8
14509	3-methylfentanyl	PT	SNOMEDCT_US	fentanyl	8
14509	3-Methylfentanyl	IN	DRUGBANK	fentanyl	8
14509	3-methylfentanyl (substance)	FN	SNOMEDCT_US	fentanyl	8
1866721	3-Methylthiofentanyl	IN	DRUGBANK	fentanyl	8
4166	3-O-Ethylmorphine	SY	DRUGBANK	morphine	8
298151	4-Fluorofentanyl	SY	DRUGBANK	fentanyl	8
1867099	4-Phenylfentanyl	IN	DRUGBANK	fentanyl	8
1809105	5 ML Sufenta 0.05 MG/ML Injection	SY	RXNORM	sufenta	7
1809104	5 ML sufentanil 0.05 MG/ML Injection	SCD	RXNORM	sufenta	7
1809104	5 ML SUFentanil 0.05 MG/ML Injection	TMSY	RXNORM	sufenta	7
1809105	5 ML sufentanil 0.05 MG/ML Injection [Sufenta]	SBD	RXNORM	sufenta	7
1809105	5 ML SUFentanil 0.05 MG/ML Injection [Sufenta]	TMSY	RXNORM	sufenta	7
16142	6-acetylmorphine	SY	SNOMEDCT_US	morphine	8
15928	6-beta-hydroxynaltrexone	SY	SNOMEDCT_US	naltrexone	10
1867299	6-deoxy-7,8-dihydromorphine	SY	DRUGBANK	morphine	8
16142	6-O-monoacetylmorphine	PT	SNOMEDCT_US	morphine	8
16142	6-O-monoacetylmorphine (substance)	FN	SNOMEDCT_US	morphine	8
1416731	9H-purine-9-propanamine, 6-amino-8-((6-iodo-1,3-benzodioxol-5-yl)thio)-N-(1-methylethyl)-	SY	DRUGBANK	opana	5
259472	Acanthopanacis Senticosi Radix Et Rhizoma Seu Caulis	SY	DRUGBANK	opana	5
259472	Acanthopanax Asperatus Root	SY	DRUGBANK	opana	5
259472	Acanthopanax Senticosus (Eleuthero) Root	SY	DRUGBANK	opana	5
259472	Acanthopanax Senticosus (Eleuthero) Root Extract	SY	DRUGBANK	opana	5
1147495	acetaminophen / aspirin / caffeine / codeine / salicylamide Oral Tablet [Rid-A-Pain]	SBDF	RXNORM	codeine	7
2663222	acetaminophen / aspirin / caffeine / codeine phosphate / salicylamide Oral Product	SCDGP	RXNORM	codeine	7
2654960	acetaminophen / aspirin / caffeine / codeine phosphate / salicylamide Oral Tablet [Rid-A-Pain]	SBDFP	RXNORM	codeine	7
2659953	acetaminophen / aspirin / caffeine / codeine phosphate / salicylamide Pill	SCDGP	RXNORM	codeine	7
2662468	acetaminophen / aspirin / caffeine / hydrocodone bitartrate Oral Product	SCDGP	RXNORM	hydrocod	8
2662468	acetaminophen / aspirin / caffeine / HYDROcodone bitartrate Oral Product	TMSY	RXNORM	hydrocod	8
2659652	acetaminophen / aspirin / caffeine / hydrocodone bitartrate Pill	SCDGP	RXNORM	hydrocod	8
2659652	acetaminophen / aspirin / caffeine / HYDROcodone bitartrate Pill	TMSY	RXNORM	hydrocod	8
2659468	acetaminophen / aspirin / codeine phosphate Oral Product	SCDGP	RXNORM	codeine	7
2660761	acetaminophen / aspirin / codeine phosphate Pill	SCDGP	RXNORM	codeine	7
2001357	acetaminophen / benzhydrocodone	MIN	RXNORM	hydrocod	8
2001354	acetaminophen / benzhydrocodone Oral Product	SCDG	RXNORM	hydrocod	8
2001356	acetaminophen / benzhydrocodone Oral Tablet	SCDF	RXNORM	hydrocod	8
2001361	acetaminophen / benzhydrocodone Oral Tablet [Apadaz]	SBDF	RXNORM	hydrocod	8
2001355	acetaminophen / benzhydrocodone Pill	SCDG	RXNORM	hydrocod	8
2660294	acetaminophen / butalbital / caffeine / hydrocodone bitartrate Oral Product	SCDGP	RXNORM	hydrocod	8
2660294	acetaminophen / butalbital / caffeine / HYDROcodone bitartrate Oral Product	TMSY	RXNORM	hydrocod	8
2659590	acetaminophen / butalbital / caffeine / hydrocodone bitartrate Pill	SCDGP	RXNORM	hydrocod	8
2659590	acetaminophen / butalbital / caffeine / HYDROcodone bitartrate Pill	TMSY	RXNORM	hydrocod	8
1432260	acetaminophen / butalbital / caffeine Oral Capsule [Fioricet]	SBDF	RXNORM	fioricet	8
366407	acetaminophen / butalbital / caffeine Oral Capsule [Margesic]	SBDF	RXNORM	margesic	8
367775	acetaminophen / butalbital / caffeine Oral Tablet [Fioricet]	SBDF	RXNORM	fioricet	8
2659216	acetaminophen / caffeine / chlorpheniramine maleate / hydrocodone bitartrate / phenylephrine hydrochloride Oral Product	SCDGP	RXNORM	hydrocod	8
2659216	acetaminophen / caffeine / chlorpheniramine maleate / HYDROcodone bitartrate / phenylephrine hydrochloride Oral Product	TMSY	RXNORM	hydrocod	8
2663473	acetaminophen / caffeine / chlorpheniramine maleate / hydrocodone bitartrate / phenylephrine hydrochloride Pill	SCDGP	RXNORM	hydrocod	8
2663473	acetaminophen / caffeine / chlorpheniramine maleate / HYDROcodone bitartrate / phenylephrine hydrochloride Pill	TMSY	RXNORM	hydrocod	8
2662202	acetaminophen / chlorpheniramine maleate / codeine phosphate / phenylephrine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2659837	acetaminophen / chlorpheniramine maleate / codeine phosphate / phenylephrine hydrochloride Pill	SCDGP	RXNORM	codeine	7
2661767	acetaminophen / chlorpheniramine maleate / codeine phosphate / pseudoephedrine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2661171	acetaminophen / chlorpheniramine maleate / codeine phosphate / pseudoephedrine hydrochloride Pill	SCDGP	RXNORM	codeine	7
2663454	acetaminophen / chlorpheniramine maleate / codeine phosphate Oral Product	SCDGP	RXNORM	codeine	7
2660824	acetaminophen / chlorpheniramine maleate / codeine phosphate Pill	SCDGP	RXNORM	codeine	7
758606	acetaminophen / codeine / magnesium salicylate / phenyltoloxamine Oral Tablet [Combiflex ES]	SBDF	RXNORM	codeine	7
2663213	acetaminophen / codeine phosphate / guaifenesin / phenylephrine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2663213	acetaminophen / codeine phosphate / guaiFENesin / phenylephrine hydrochloride Oral Product	TMSY	RXNORM	codeine	7
2660576	acetaminophen / codeine phosphate / guaifenesin / phenylephrine hydrochloride Pill	SCDGP	RXNORM	codeine	7
2660576	acetaminophen / codeine phosphate / guaiFENesin / phenylephrine hydrochloride Pill	TMSY	RXNORM	codeine	7
2662756	acetaminophen / codeine phosphate / guaifenesin / pseudoephedrine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2662756	acetaminophen / codeine phosphate / guaiFENesin / pseudoephedrine hydrochloride Oral Product	TMSY	RXNORM	codeine	7
2661538	acetaminophen / codeine phosphate / guaifenesin / pseudoephedrine hydrochloride Pill	SCDGP	RXNORM	codeine	7
2661538	acetaminophen / codeine phosphate / guaiFENesin / pseudoephedrine hydrochloride Pill	TMSY	RXNORM	codeine	7
2663102	acetaminophen / codeine phosphate / magnesium salicylate / phenyltoloxamine citrate Oral Product	SCDGP	RXNORM	codeine	7
2654687	acetaminophen / codeine phosphate / magnesium salicylate / phenyltoloxamine citrate Oral Tablet [Combiflex ES]	SBDFP	RXNORM	codeine	7
2660119	acetaminophen / codeine phosphate / magnesium salicylate / phenyltoloxamine citrate Pill	SCDGP	RXNORM	codeine	7
2660742	acetaminophen / codeine phosphate / pseudoephedrine hydrochloride Oral Product	SCDGP	RXNORM	codeine	7
2659849	acetaminophen / codeine phosphate / pseudoephedrine hydrochloride Pill	SCDGP	RXNORM	codeine	7
2660831	acetaminophen / dihydrocodeine bitartrate / salicylamide Oral Product	SCDGP	RXNORM	codeine	7
2663583	acetaminophen / dihydrocodeine bitartrate / salicylamide Pill	SCDGP	RXNORM	codeine	7
2662930	acetaminophen / meperidine hydrochloride Oral Product	SCDGP	RXNORM	meperidine	10
2660989	acetaminophen / meperidine hydrochloride Pill	SCDGP	RXNORM	meperidine	10
367734	acetaminophen / pentazocine Oral Tablet [Talacen]	SBDF	RXNORM	pentazocin	10
2656675	acetaminophen / phenyltoloxamine citrate Oral Capsule [Dolorex brand of acetaminophen-phenyltoloxamine]	SBDFP	RXNORM	dolorex	7
2657743	acetaminophen / phenyltoloxamine citrate Oral Tablet [Dolorex]	SBDFP	RXNORM	dolorex	7
1089728	acetaminophen / phenyltoloxamine Oral Capsule [Dolorex brand of acetaminophen-phenyltoloxamine]	SBDF	RXNORM	dolorex	7
2391595	acetaminophen / phenyltoloxamine Oral Tablet [Dolorex]	SBDF	RXNORM	dolorex	7
227103	Acetaminophen 1 g and codeine phosphate 60 mg effervescent powder for oral suspension sachet	PT	SNOMEDCT_US	codeine	7
967174	ACETAMINOPHEN 120 mg in 1 mL / CODEINE PHOSPHATE 12 mg in 1 mL ORAL SOLUTION	DP	MTHSPL	codeine	7
309447	acetaminophen 150 MG / caffeine 30 MG / codeine 15 MG / salicylamide 230 MG Oral Tablet	SCD	RXNORM	codeine	7
309466	acetaminophen 150 MG / caffeine 30 MG / codeine 30 MG / salicylamide 230 MG Oral Tablet	SCD	RXNORM	codeine	7
314903	acetaminophen 150 MG / caffeine 30 MG / codeine 8 MG / salicylamide 230 MG Oral Tablet	SCD	RXNORM	codeine	7
1432259	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG [Fioricet]	SBDC	RXNORM	fioricet	8
1432261	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Fioricet]	SBD	RXNORM	fioricet	8
484873	acetaminophen 300 MG / codeine 10 MG / guaifenesin 100 MG / phenylpropanolamine 25 MG Oral Tablet	SCD	RXNORM	codeine	7
484873	acetaminophen 300 MG / codeine 10 MG / guaiFENesin 100 MG / phenylpropanolamine 25 MG Oral Tablet	TMSY	RXNORM	codeine	7
1127316	Acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet	PT	SNOMEDCT_US	codeine	7
1128985	Acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet	PT	SNOMEDCT_US	codeine	7
2118729	acetaminophen 325 MG / benzhydrocodone 4.08 MG [Apadaz]	SBDC	RXNORM	hydrocod	8
2118728	acetaminophen 325 MG / benzhydrocodone 4.08 MG Oral Tablet	SCD	RXNORM	hydrocod	8
2118730	acetaminophen 325 MG / benzhydrocodone 4.08 MG Oral Tablet [Apadaz]	SBD	RXNORM	hydrocod	8
2001358	acetaminophen 325 MG / benzhydrocodone 6.12 MG (as benzhydrocodone HCl 6.67 MG) Oral Tablet	SY	RXNORM	hydrocod	8
2001360	acetaminophen 325 MG / benzhydrocodone 6.12 MG [Apadaz]	SBDC	RXNORM	hydrocod	8
2001358	acetaminophen 325 MG / benzhydrocodone 6.12 MG Oral Tablet	SCD	RXNORM	hydrocod	8
2001364	acetaminophen 325 MG / benzhydrocodone 6.12 MG Oral Tablet [Apadaz]	SBD	RXNORM	hydrocod	8
2118732	acetaminophen 325 MG / benzhydrocodone 8.16 MG (as benzhydrocodone HCl 8.9 MG) Oral Tablet	SY	RXNORM	hydrocod	8
2118733	acetaminophen 325 MG / benzhydrocodone 8.16 MG [Apadaz]	SBDC	RXNORM	hydrocod	8
2118732	acetaminophen 325 MG / benzhydrocodone 8.16 MG Oral Tablet	SCD	RXNORM	hydrocod	8
2118734	acetaminophen 325 MG / benzhydrocodone 8.16 MG Oral Tablet [Apadaz]	SBD	RXNORM	hydrocod	8
571646	acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG [Fioricet]	SBDC	RXNORM	fioricet	8
571627	acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG [Margesic]	SBDC	RXNORM	margesic	8
211167	acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Margesic]	SBD	RXNORM	margesic	8
211190	acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fioricet]	SBD	RXNORM	fioricet	8
309448	acetaminophen 325 MG / butalbital 50 MG / codeine 15 MG Oral Capsule	SCD	RXNORM	codeine	7
309467	acetaminophen 325 MG / butalbital 50 MG / codeine 30 MG Oral Capsule	SCD	RXNORM	codeine	7
314908	acetaminophen 325 MG / butalbital 50 MG / codeine 60 MG Oral Capsule	SCD	RXNORM	codeine	7
309444	acetaminophen 325 MG / codeine 12 MG / guaifenesin 100 MG / phenylpropanolamine 25 MG Oral Tablet	SCD	RXNORM	codeine	7
309444	acetaminophen 325 MG / codeine 12 MG / guaiFENesin 100 MG / phenylpropanolamine 25 MG Oral Tablet	TMSY	RXNORM	codeine	7
2621541	ACETAMINOPHEN 325 mg / OXYCODONE HYDROCHLORIDE 10 mg ORAL TABLET [Percocet]	DP	MTHSPL	oxycodone	9
2391594	acetaminophen 325 MG / phenyltoloxamine citrate 30 MG [Dolorex]	SBDC	RXNORM	dolorex	7
2391598	acetaminophen 325 MG / phenyltoloxamine citrate 30 MG Oral Tablet [Dolorex]	SBD	RXNORM	dolorex	7
250268	acetaminophen 350 MG / caffeine 50 MG / codeine 8 MG / meprobamate 150 MG Oral Capsule	SCD	RXNORM	codeine	7
309449	acetaminophen 500 MG / butalbital 50 MG / codeine 15 MG Oral Capsule	SCD	RXNORM	codeine	7
309470	acetaminophen 500 MG / butalbital 50 MG / codeine 30 MG Oral Capsule	SCD	RXNORM	codeine	7
2371270	acetaminophen 500 MG / codeine phosphate 50 MG / magnesium salicylate 500 MG / phenyltoloxamine citrate 20 MG [Combiflex ES]	SBDC	RXNORM	codeine	7
994053	acetaminophen 500 MG / codeine phosphate 50 MG / magnesium salicylate 500 MG / phenyltoloxamine citrate 20 MG Oral Tablet	SCD	RXNORM	codeine	7
994055	acetaminophen 500 MG / codeine phosphate 50 MG / magnesium salicylate 500 MG / phenyltoloxamine citrate 20 MG Oral Tablet [Combiflex ES]	SBD	RXNORM	codeine	7
1424297	acetaminophen 500 MG / codeine phosphate 6 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet	SCD	RXNORM	codeine	7
251326	acetaminophen 500 MG / pentazocine 15 MG Oral Tablet	SCD	RXNORM	pentazocin	10
2371273	acetaminophen 500 MG / phenyltoloxamine citrate 30 MG [Dolorex brand of acetaminophen-phenyltoloxamine]	SBDC	RXNORM	dolorex	7
1089729	acetaminophen 500 MG / phenyltoloxamine citrate 30 MG Oral Capsule [Dolorex brand of acetaminophen-phenyltoloxamine]	SBD	RXNORM	dolorex	7
226934	Acetaminophen 500 mg and codeine phosphate 30 mg effervescent powder for oral suspension sachet	PT	SNOMEDCT_US	codeine	7
571791	acetaminophen 650 MG / pentazocine 25 MG [Talacen]	SBDC	RXNORM	pentazocin	10
312288	acetaminophen 650 MG / pentazocine 25 MG Oral Tablet	SCD	RXNORM	pentazocin	10
211354	acetaminophen 650 MG / pentazocine 25 MG Oral Tablet [Talacen]	SBD	RXNORM	pentazocin	10
312288	Acetaminophen 650 mg and pentazocine 25 mg oral tablet	PT	SNOMEDCT_US	pentazocin	10
312288	Acetaminophen 650mg, Pentazocine Hydrochloride 25mg Oral tablet	CD	GS	pentazocin	10
1147494	acetaminophen 97.2 MG / aspirin 227 MG / caffeine 32.4 MG / codeine phosphate 1 MG / salicylamide 32.4 MG [Rid-A-Pain]	SBDC	RXNORM	codeine	7
1147492	acetaminophen 97.2 MG / aspirin 227 MG / caffeine 32.4 MG / codeine phosphate 1 MG / salicylamide 32.4 MG Oral Tablet	SCD	RXNORM	codeine	7
1147496	acetaminophen 97.2 MG / aspirin 227 MG / caffeine 32.4 MG / codeine phosphate 1 MG / salicylamide 32.4 MG Oral Tablet [Rid-A-Pain]	SBD	RXNORM	codeine	7
2112269	Acetaminophen and benzhydrocodone only product	PT	SNOMEDCT_US	hydrocod	8
2112270	Acetaminophen and benzhydrocodone only product in oral dose form	PT	SNOMEDCT_US	hydrocod	8
2112271	Acetaminophen and butalbital and caffeine and codeine only product	PT	SNOMEDCT_US	codeine	7
2112272	Acetaminophen and butalbital and caffeine and codeine only product in oral dose form	PT	SNOMEDCT_US	codeine	7
2112277	Acetaminophen and caffeine and codeine only product	PT	SNOMEDCT_US	codeine	7
2112278	Acetaminophen and caffeine and codeine only product in oral dose form	PT	SNOMEDCT_US	codeine	7
2112279	Acetaminophen and caffeine and dihydrocodeine only product	PT	SNOMEDCT_US	codeine	7
2112280	Acetaminophen and caffeine and dihydrocodeine only product in oral dose form	PT	SNOMEDCT_US	codeine	7
2112292	Acetaminophen and codeine only product	PT	SNOMEDCT_US	codeine	7
2112293	Acetaminophen and codeine only product in oral dose form	PT	SNOMEDCT_US	codeine	7
2112479	Acetaminophen and dihydrocodeine only product	PT	SNOMEDCT_US	codeine	7
2112480	Acetaminophen and dihydrocodeine only product in oral dose form	PT	SNOMEDCT_US	codeine	7
2112485	Acetaminophen and hydrocodone only product	PT	SNOMEDCT_US	hydrocod	8
2112486	Acetaminophen and hydrocodone only product in oral dose form	PT	SNOMEDCT_US	hydrocod	8
2112494	Acetaminophen and oxycodone only product	PT	SNOMEDCT_US	oxycodone	9
2112495	Acetaminophen and oxycodone only product in oral dose form	PT	SNOMEDCT_US	oxycodone	9
2183356	Acetaminophen and pentazocine only product	PT	SNOMEDCT_US	pentazocin	10
2183357	Acetaminophen and pentazocine only product in oral dose form	PT	SNOMEDCT_US	pentazocin	10
2112509	Acetaminophen and tramadol only product	PT	SNOMEDCT_US	tramadol	8
2112510	Acetaminophen and tramadol only product in oral dose form	PT	SNOMEDCT_US	tramadol	8
435454	acetaminophen with codeine ORAL ELIXIR	CDA	NDDF	codeine	7
435454	acetaminophen with codeine phosphate ORAL ELIXIR	CDC	NDDF	codeine	7
435454	acetaminophen with codeine phosphate@@ORAL@ELIXIR	CDD	NDDF	codeine	7
2001357	Acetaminophen- and benzhydrocodone-containing product	PT	SNOMEDCT_US	hydrocod	8
2001354	Acetaminophen- and benzhydrocodone-containing product in oral dose form	PT	SNOMEDCT_US	hydrocod	8
2001357	Acetaminophen-Benzhydrocodone	BN	MMSL	hydrocod	8
2001357	acetaminophen-benzhydrocodone	GN	MMSL	hydrocod	8
2118728	acetaminophen-benzhydrocodone 325 mg-4.08 mg oral tablet	CD	MMSL	hydrocod	8
2001358	acetaminophen-benzhydrocodone 325 mg-6.12 mg oral tablet	CD	MMSL	hydrocod	8
2118732	acetaminophen-benzhydrocodone 325 mg-8.16 mg oral tablet	CD	MMSL	hydrocod	8
2118728	Acetaminophen-Benzhydrocodone, 325 mg-4.08 mg oral tablet	BD	MMSL	hydrocod	8
2001358	Acetaminophen-Benzhydrocodone, 325 mg-6.12 mg oral tablet	BD	MMSL	hydrocod	8
