22	7	11	constitutes	CD	SCDC
11	7	9	inverse_isa	SCDF	SCDG
35	7	8	ingredient_of	SCDF	FN
33	7	8	ingredient_of	SCDF	IN
35	7	8	ingredient_of	SCDF	PT
7	7	7	constitutes	PSN	SBDC
36	7	7	has_tradename	BD	AB
21	7	7	has_tradename	BD	BD
21	7	7	has_tradename	BD	DP
12	7	7	has_tradename	PSN	AB
7	7	7	has_tradename	PSN	DP
14	7	7	has_tradename	PSN	TMSY
12	7	7	has_tradename	SBD	AB
7	7	7	has_tradename	SBD	BD
7	7	7	has_tradename	SBD	DP
25	7	7	has_tradename	SY	AB
13	7	7	has_tradename	SY	BD
16	7	7	has_tradename	SY	DP
8	7	7	has_tradename	TMSY	BD
7	7	7	has_tradename	TMSY	PSN
16	7	7	ingredient_of	SCDF	GN
16	7	7	ingredient_of	SCDF	SU
12	7	6	dose_form_of	SCDF	DF
19	7	6	ingredient_of	SCDF	BN
44	7	5	ingredient_of	SCDF	FSY
56	7	5	ingredient_of	SCDF	SY
14	7	4	inverse_isa	PSN	TMSY
39	7	3	inverse_isa	BD	SBDG
13	7	3	inverse_isa	PSN	SBDG
7	7	2	inverse_isa	PSN	SBDF
7	7	2	inverse_isa	PSN	SBDFP
6	6	6	has_tradename	PSN	BD
11	6	6	has_tradename	TMSY	AB
6	6	6	has_tradename	TMSY	DP
5	5	4	constitutes	DP	SCDC
10	5	2	dose_form_of	DP	DF
22	4	8	part_of	MIN	FN
21	4	8	part_of	MIN	IN
22	4	8	part_of	MIN	PT
10	4	7	part_of	MIN	GN
10	4	7	part_of	MIN	SU
11	4	6	part_of	MIN	BN
24	4	5	part_of	MIN	FSY
30	4	5	part_of	MIN	SY
6	4	4	has_tradename	SBDC	SCDC
4	4	4	has_tradename	SBDG	SCDG
4	4	4	has_tradename	SBDG	SCDGP
4	4	3	doseformgroup_of	SBDG	DFG
6	4	3	inverse_isa	BD	SCDG
8	4	2	dose_form_of	CDA	DF
8	4	2	dose_form_of	CDC	DF
8	4	2	dose_form_of	CDD	DF
4	4	2	inverse_isa	CDA	SCDG
4	4	2	inverse_isa	CDC	SCDG
4	4	2	inverse_isa	CDD	SCDG
4	4	1	inverse_isa	SCD	FN
4	4	1	inverse_isa	SCD	PT
6	3	6	constitutes	DP	TMSY
12	3	6	has_tradename	BN	FN
13	3	6	has_tradename	BN	FSY
6	3	6	has_tradename	BN	GN
7	3	6	has_tradename	BN	IN
12	3	6	has_tradename	BN	PT
6	3	6	has_tradename	BN	SU
43	3	6	has_tradename	BN	SY
6	3	4	inverse_isa	SY	SCDG
5	3	4	precise_ingredient_of	BN	BN
4	3	4	precise_ingredient_of	BN	FN
8	3	4	precise_ingredient_of	BN	IN
4	3	4	precise_ingredient_of	BN	PIN
4	3	4	precise_ingredient_of	BN	PT
4	3	4	precise_ingredient_of	BN	SU
9	3	3	consists_of	SCDC	BD
6	3	3	consists_of	SCDC	SY
3	3	3	constitutes	DP	SBDC
6	3	3	has_tradename	DP	AB
3	3	3	has_tradename	DP	BD
15	3	3	has_tradename	DP	CD
6	3	3	has_tradename	DP	CDA
6	3	3	has_tradename	DP	CDC
6	3	3	has_tradename	DP	CDD
3	3	3	has_tradename	DP	DP
3	3	3	has_tradename	DP	PSN
3	3	3	has_tradename	DP	SCD
3	3	3	has_tradename	DP	SY
6	3	3	has_tradename	DP	TMSY
3	3	2	constitutes	AB	SCDC
3	3	2	constitutes	CDA	SCDC
3	3	2	constitutes	CDC	SCDC
3	3	2	constitutes	CDD	SCDC
5	3	2	dose_form_of	SBDF	DF
3	3	2	inverse_isa	AB	SCDG
6	3	2	inverse_isa	DP	SBDG
6	3	2	inverse_isa	DP	TMSY
6	3	1	dose_form_of	AB	DF
4	3	1	inverse_isa	BD	FN
4	3	1	inverse_isa	BD	PT
13	3	1	inverse_isa	CD	FN
13	3	1	inverse_isa	CD	PT
3	3	1	inverse_isa	CDA	FN
3	3	1	inverse_isa	CDA	PT
3	3	1	inverse_isa	CDC	FN
3	3	1	inverse_isa	CDC	PT
3	3	1	inverse_isa	CDD	FN
3	3	1	inverse_isa	CDD	PT
3	3	1	inverse_isa	DP	SBDF
3	3	1	inverse_isa	DP	SBDFP
18	2	18	has_ingredient	BN	TMSY
9	2	9	has_ingredient	BN	SBDC
9	2	6	part_of	IN	BN
15	2	6	part_of	IN	FN
7	2	6	part_of	IN	GN
12	2	6	part_of	IN	IN
15	2	6	part_of	IN	PT
7	2	6	part_of	IN	SU
4	2	4	has_ingredient	BN	SBDF
4	2	4	has_tradename	SBDG	TMSY
21	2	4	part_of	IN	FSY
24	2	4	part_of	IN	SY
3	2	3	has_tradename	BN	TMSY
6	2	2	consists_of	SBDC	BD
2	2	2	consists_of	SBDC	SBD
2	2	2	consists_of	SBDC	SY
2	2	2	consists_of	SCDC	SBD
2	2	2	form_of	SCDF	SCDFP
2	2	2	has_form	SCDGP	SCDG
6	2	2	has_quantified_form	BD	SBD
6	2	2	has_quantified_form	BD	SY
6	2	2	has_quantified_form	BD	TMSY
2	2	2	has_quantified_form	PSN	SBD
2	2	2	has_quantified_form	PSN	SY
2	2	2	has_quantified_form	PSN	TMSY
2	2	2	has_quantified_form	SBD	SBD
2	2	2	has_quantified_form	SBD	SY
2	2	2	has_quantified_form	SBD	TMSY
4	2	2	has_quantified_form	SY	SBD
4	2	2	has_quantified_form	SY	SY
4	2	2	has_quantified_form	SY	TMSY
2	2	2	has_quantified_form	TMSY	SBD
2	2	2	has_quantified_form	TMSY	SY
2	2	2	has_quantified_form	TMSY	TMSY
4	2	2	has_tradename	BN	BN
4	2	2	ingredient_of	SBDC	BN
4	2	2	ingredient_of	SBDF	BN
2	2	2	inverse_isa	SBDF	SBDG
6	2	2	isa	SBDF	BD
2	2	2	isa	SBDF	SBD
2	2	2	isa	SBDF	SY
2	2	2	precise_ingredient_of	BN	TMSY
6	2	2	tradename_of	SCD	BD
2	2	2	tradename_of	SCD	SBD
2	2	2	tradename_of	SCD	SY
2	2	1	constitutes	FN	SCDC
2	2	1	constitutes	PT	SCDC
4	2	1	dose_form_of	FN	DF
4	2	1	dose_form_of	PT	DF
2	2	1	ingredient_of	SCDF	AB
2	2	1	ingredient_of	SCDF	BD
2	2	1	ingredient_of	SCDF	CD
2	2	1	ingredient_of	SCDF	MS
2	2	1	inverse_isa	AB	FN
2	2	1	inverse_isa	AB	PT
2	2	1	inverse_isa	DP	FN
2	2	1	inverse_isa	DP	PT
2	2	1	inverse_isa	DP	SCDG
2	2	1	inverse_isa	FN	FN
2	2	1	inverse_isa	FN	PT
2	2	1	inverse_isa	FN	SCDG
2	2	1	inverse_isa	PSN	FN
2	2	1	inverse_isa	PSN	PT
2	2	1	inverse_isa	PSN	SCDG
2	2	1	inverse_isa	PT	FN
2	2	1	inverse_isa	PT	PT
2	2	1	inverse_isa	PT	SCDG
2	2	1	isa	SBDG	SBDF
2	2	1	isa	SBDG	TMSY
2	2	1	isa	SCDGP	SCDFP
5	1	5	has_ingredient	BN	SBD
6	1	5	has_ingredient	BN	SY
9	1	3	has_ingredient	BN	BD
3	1	3	has_ingredient	BN	PSN
3	1	3	has_ingredient	BN	SBDG
4	1	2	part_of	BN	FN
3	1	2	part_of	BN	IN
4	1	2	part_of	BN	PT
4	1	2	part_of	FN	FN
3	1	2	part_of	FN	IN
4	1	2	part_of	FN	PT
4	1	2	part_of	PT	FN
3	1	2	part_of	PT	IN
4	1	2	part_of	PT	PT
4	1	1	consists_of	SCDC	AB
8	1	1	consists_of	SCDC	CD
2	1	1	consists_of	SCDC	CDA
2	1	1	consists_of	SCDC	CDC
2	1	1	consists_of	SCDC	CDD
3	1	1	consists_of	SCDC	DP
1	1	1	consists_of	SCDC	PSN
1	1	1	consists_of	SCDC	SCD
1	1	1	doseformgroup_of	SBDG	DF
1	1	1	has_ingredient	BN	DP
1	1	1	has_tradename	SBDF	SCDF
1	1	1	has_tradename	SBDFP	CD
1	1	1	has_tradename	SBDFP	SCDFP
1	1	1	has_tradename	SBDG	FN
1	1	1	has_tradename	SBDG	PT
1	1	1	has_tradename	SBDG	SY
1	1	1	inverse_isa	BD	SCDFP
1	1	1	inverse_isa	CD	SCDFP
1	1	1	inverse_isa	SCD	SCDFP
1	1	1	inverse_isa	SCDF	FN
1	1	1	inverse_isa	SCDF	PT
1	1	1	inverse_isa	SY	SCDFP
4	1	1	isa	SCDF	AB
3	1	1	isa	SCDF	BD
8	1	1	isa	SCDF	CD
2	1	1	isa	SCDF	CDA
2	1	1	isa	SCDF	CDC
2	1	1	isa	SCDF	CDD
3	1	1	isa	SCDF	DP
1	1	1	isa	SCDF	PSN
1	1	1	isa	SCDF	SCD
4	1	1	isa	SCDF	SY
1	1	1	part_of	BN	BN
1	1	1	part_of	BN	FSY
1	1	1	part_of	BN	GN
1	1	1	part_of	BN	SU
2	1	1	part_of	BN	SY
1	1	1	part_of	FN	BN
1	1	1	part_of	FN	FSY
1	1	1	part_of	FN	GN
1	1	1	part_of	FN	SU
2	1	1	part_of	FN	SY
1	1	1	part_of	IN	AB
1	1	1	part_of	IN	BD
1	1	1	part_of	IN	CD
1	1	1	part_of	IN	MS
1	1	1	part_of	MIN	AB
1	1	1	part_of	MIN	BD
1	1	1	part_of	MIN	CD
1	1	1	part_of	MIN	MS
1	1	1	part_of	PT	BN
1	1	1	part_of	PT	FSY
1	1	1	part_of	PT	GN
1	1	1	part_of	PT	SU
2	1	1	part_of	PT	SY
1	1	1	precise_ingredient_of	BN	SY
1	1	1	precise_ingredient_of	SCDC	FN
1	1	1	precise_ingredient_of	SCDC	IN
1	1	1	precise_ingredient_of	SCDC	PIN
1	1	1	precise_ingredient_of	SCDC	PT
2	1	1	precise_ingredient_of	SCDC	SY
3	1	1	quantified_form_of	SBD	BD
1	1	1	quantified_form_of	SBD	PSN
1	1	1	quantified_form_of	SBD	SBD
2	1	1	quantified_form_of	SBD	SY
1	1	1	quantified_form_of	SBD	TMSY
3	1	1	quantified_form_of	SY	BD
1	1	1	quantified_form_of	SY	PSN
1	1	1	quantified_form_of	SY	SBD
2	1	1	quantified_form_of	SY	SY
1	1	1	quantified_form_of	SY	TMSY
3	1	1	quantified_form_of	TMSY	BD
1	1	1	quantified_form_of	TMSY	PSN
1	1	1	quantified_form_of	TMSY	SBD
2	1	1	quantified_form_of	TMSY	SY
1	1	1	quantified_form_of	TMSY	TMSY
